source_url,direct_status,status,final_url,content_type,error,canonical,x_robots_tag,meta_robots,indexability,title,h1,description,word_count,internal_link_count,internal_link_urls,fetch_utc,backlinks_within_old_sitemap,main_domain_equivalent,match_type,service_municipality_offering_evidence,gsc_clicks,gsc_impressions,recommended_disposition,proposed_destination,confirmed_executable_redirect,decision_rationale,service_slug,municipality_slug,service_offered,municipality_offered,gsc_data_status,external_backlinks,external_backlinks_status,robots_txt_allows_googlebot,indexability_note
https://seo.goldenmaplelandscaping.ca/,200,200,https://seo.goldenmaplelandscaping.ca/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/,,,INDEXABLE,Golden Maple Landscaping | Hardscape Contractor in Barrie ON,Golden Maple Landscaping,Golden Maple Landscaping — 8 hardscape services across 15 ON cities. Call +1-705-790-3838 for a free quote.,71,24,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/alliston"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/angus"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/aurora"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/collingwood"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/king-city"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/midland"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/orillia"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/oro-station"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/vaughan"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/wasaga-beach"", ""https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation"", ""https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation"", ""https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway"", ""https://seo.goldenmaplelandscaping.ca/services/landscape-lighting"", ""https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction"", ""https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation"", ""https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation"", ""https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction""]",2026-09-05T14:51:53.008595+00:00,129,https://goldenmaplelandscaping.ca/,BUSINESS_HOMEPAGE_ONLY,Only the old homepage may have the main homepage as its direct counterpart; not a catch-all for child URLs.,,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/,,Only the old homepage may have the main homepage as its direct counterpart; not a catch-all for child URLs. Owner must confirm actual offering and target relevance before any routing action.,,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,,,INDEXABLE,Paver Patio Installation Across ON | Golden Maple Landscaping,Paver Patio Installation,"Golden Maple Landscaping provides paver patio installation across 15 ON cities. Starting at $8,000.",122,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/alliston"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/angus"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/aurora"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/collingwood"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/king-city"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/midland"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/orillia"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/oro-station"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/vaughan"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/wasaga-beach""]",2026-09-05T14:51:54.076924+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",paver-patio-installation,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,200,200,https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,,,INDEXABLE,Retaining Wall Construction Across ON | Golden Maple Landscaping,Retaining Wall Construction,"Golden Maple Landscaping provides retaining wall construction across 15 ON cities. Starting at $6,500.",114,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/alliston"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/angus"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/aurora"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/barrie"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/bradford"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/collingwood"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/innisfil"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/king-city"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/midland"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/newmarket"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/orillia"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/oro-station"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/vaughan"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/wasaga-beach""]",2026-09-05T14:51:55.196100+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",retaining-wall-construction,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,200,200,https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,,,INDEXABLE,Interlocking Driveway Across ON | Golden Maple Landscaping,Interlocking Driveway,"Golden Maple Landscaping provides interlocking driveway across 15 ON cities. Starting at $18,000.",97,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/alliston"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/angus"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/aurora"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/barrie"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/bradford"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/collingwood"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/innisfil"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/king-city"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/midland"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/newmarket"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/orillia"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/oro-station"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/vaughan"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/wasaga-beach""]",2026-09-05T14:51:56.296060+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",interlocking-driveway,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,,,INDEXABLE,Pool Deck Installation Across ON | Golden Maple Landscaping,Pool Deck Installation,"Golden Maple Landscaping provides pool deck installation across 15 ON cities. Starting at $22,000.",114,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/alliston"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/angus"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/aurora"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/collingwood"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/king-city"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/midland"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/orillia"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/oro-station"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/vaughan"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/wasaga-beach""]",2026-09-05T14:51:57.372439+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",pool-deck-installation,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,200,200,https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,,,INDEXABLE,Outdoor Kitchen Construction Across ON | Golden Maple Landscaping,Outdoor Kitchen Construction,"Golden Maple Landscaping provides outdoor kitchen construction across 15 ON cities. Starting at $28,000.",113,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/alliston"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/angus"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/aurora"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/barrie"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/bradford"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/collingwood"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/innisfil"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/king-city"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/midland"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/newmarket"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/orillia"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/oro-station"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/vaughan"", ""https://seo.goldenmaplelandscaping.ca/outdoor-kitchen-construction/wasaga-beach""]",2026-09-05T14:51:58.454675+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",outdoor-kitchen-construction,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,,,INDEXABLE,Fire Pit Installation Across ON | Golden Maple Landscaping,Fire Pit Installation,"Golden Maple Landscaping provides fire pit installation across 15 ON cities. Starting at $3,500.",113,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/alliston"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/angus"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/aurora"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/collingwood"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/king-city"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/midland"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/orillia"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/oro-station"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/vaughan"", ""https://seo.goldenmaplelandscaping.ca/fire-pit-installation/wasaga-beach""]",2026-09-05T14:51:59.553479+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",fire-pit-installation,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,,,INDEXABLE,Front Walkway Installation Across ON | Golden Maple Landscaping,Front Walkway Installation,"Golden Maple Landscaping provides front walkway installation across 15 ON cities. Starting at $4,500.",113,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/alliston"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/angus"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/aurora"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/collingwood"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/king-city"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/midland"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/orillia"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/oro-station"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/vaughan"", ""https://seo.goldenmaplelandscaping.ca/front-walkway-installation/wasaga-beach""]",2026-09-05T14:52:00.662971+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",front-walkway-installation,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,200,200,https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,,,INDEXABLE,Landscape Lighting Across ON | Golden Maple Landscaping,Landscape Lighting,"Golden Maple Landscaping provides landscape lighting across 15 ON cities. Starting at $2,500.",100,16,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/alliston"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/angus"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/aurora"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/barrie"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/bradford"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/collingwood"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/innisfil"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/king-city"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/midland"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/newmarket"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/orillia"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/oro-station"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/richmond-hill"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/vaughan"", ""https://seo.goldenmaplelandscaping.ca/landscape-lighting/wasaga-beach""]",2026-09-05T14:52:01.744576+00:00,1,https://goldenmaplelandscaping.ca/services/,CONSOLIDATED_SERVICES_REVIEW,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/,,"No geographically neutral exact service route established. Services index is a review candidate, not an exact equivalent or approved redirect. Owner must confirm actual offering and target relevance before any routing action.",landscape-lighting,,OWNER_CONFIRMATION_REQUIRED,NOT_APPLICABLE_TO_HUB,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,text/html; charset=UTF-8,,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,,,INDEXABLE,Paver Patio Installation in Barrie | Golden Maple Landscaping,Paver Patio Installation in Barrie,"Paver Patio Installation for Barrie homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",582,8,"[""https://seo.goldenmaplelandscaping.ca/"", ""https://seo.goldenmaplelandscaping.ca/interlocking-driveway/barrie"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/bradford"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/innisfil"", ""https://seo.goldenmaplelandscaping.ca/paver-patio-installation/newmarket"", ""https://seo.goldenmaplelandscaping.ca/pool-deck-installation/barrie"", ""https://seo.goldenmaplelandscaping.ca/retaining-wall-construction/barrie""]",2026-09-05T14:52:02.816566+00:00,24,https://goldenmaplelandscaping.ca/services/interlocking-barrie/,SAME_CITY_SERVICE_FAMILY,"Same city and relevant service family. Retaining-wall wording aligns; paver/driveway/walkway/pool scopes are broader interlocking candidates, not asserted exact equivalents.",,,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/services/interlocking-barrie/,,"Same city and relevant service family. Retaining-wall wording aligns; paver/driveway/walkway/pool scopes are broader interlocking candidates, not asserted exact equivalents. Owner must confirm actual offering and target relevance before any routing action.",paver-patio-installation,barrie,OWNER_CONFIRMATION_REQUIRED,OWNER_CONFIRMATION_REQUIRED,NOT_OBTAINED_AUTHENTICATED_ACCESS_NOT_VERIFIED,,NOT_OBTAINED_NO_BACKLINK_PROVIDER_QUERIED,True,"Technical crawl eligibility only, not proof of Google indexing; observed robots.txt allows crawling."
