source_url,direct_status,status,final_url,canonical,indexability,x_robots_tag,meta_robots,title,h1,description,word_count,internal_link_count,backlinks_within_old_sitemap,main_domain_equivalent,match_type,service_municipality_offering_evidence,gsc_clicks,gsc_impressions,recommended_disposition,proposed_destination,confirmed_executable_redirect,decision_rationale,error
https://seo.goldenmaplelandscaping.ca/,200,200,https://seo.goldenmaplelandscaping.ca/,https://seo.goldenmaplelandscaping.ca/,INDEXABLE,,,Golden Maple Landscaping | Hardscape Contractor in Barrie ON,Golden Maple Landscaping,Golden Maple Landscaping — 8 hardscape services across 15 ON cities. Call +1-705-790-3838 for a free quote.,71,24,129,https://goldenmaplelandscaping.ca/,EXACT_PATH_IN_CURRENT_SITEMAP,"Exact old URL path appears in current sitemap. Old on-page claim: title='Golden Maple Landscaping | Hardscape Contractor in Barrie ON'; H1='Golden Maple Landscaping'. Current on-page evidence: title='Barrie Landscaping Company | Patios, Interlock & Retaining Walls | Golden Maple Landscaping'; H1=""The backyard you've | always pictured."". This does not independently verify the current service × municipality offering.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,https://seo.goldenmaplelandscaping.ca/services/paver-patio-installation/,INDEXABLE,,,Paver Patio Installation Across ON | Golden Maple Landscaping,Paver Patio Installation,"Golden Maple Landscaping provides paver patio installation across 15 ON cities. Starting at $8,000.",122,16,1,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['installation', 'patio', 'paver', 'services'], candidate=['best', 'install', 'ontario', 'patio', 'resources', 'time']. Old on-page claim: title='Paver Patio Installation Across ON | Golden Maple Landscaping'; H1='Paver Patio Installation'. Candidate on-page evidence: title='Best Time to Install a Paver Patio in Ontario | When to Book | 2026 | Golden Maple Landscaping'; H1='Best Time to Install a Paver Patio in Ontario (2026 Guide)'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-time-install-patio-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,200,200,https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,https://seo.goldenmaplelandscaping.ca/services/retaining-wall-construction/,INDEXABLE,,,Retaining Wall Construction Across ON | Golden Maple Landscaping,Retaining Wall Construction,"Golden Maple Landscaping provides retaining wall construction across 15 ON cities. Starting at $6,500.",114,16,1,https://goldenmaplelandscaping.ca/resources/retaining-wall-cost-oro-medonte/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['construction', 'retaining', 'services', 'wall'], candidate=['cost', 'medonte', 'oro', 'resources', 'retaining', 'wall']. Old on-page claim: title='Retaining Wall Construction Across ON | Golden Maple Landscaping'; H1='Retaining Wall Construction'. Candidate on-page evidence: title='Retaining Wall Cost Oro-Medonte 2026 | Real Prices | Golden Maple Landscaping'; H1='Retaining Wall Cost in Oro-Medonte: 2026 Price Breakdown'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/retaining-wall-cost-oro-medonte/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,200,200,https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,https://seo.goldenmaplelandscaping.ca/services/interlocking-driveway/,INDEXABLE,,,Interlocking Driveway Across ON | Golden Maple Landscaping,Interlocking Driveway,"Golden Maple Landscaping provides interlocking driveway across 15 ON cities. Starting at $18,000.",97,16,1,https://goldenmaplelandscaping.ca/resources/interlocking-driveway-lifespan-ontario/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['driveway', 'interlocking', 'services'], candidate=['driveway', 'interlocking', 'lifespan', 'ontario', 'resources']. Old on-page claim: title='Interlocking Driveway Across ON | Golden Maple Landscaping'; H1='Interlocking Driveway'. Candidate on-page evidence: title='Interlocking Driveway Lifespan Ontario | Paver Longevity Barrie | Golden Maple Landscaping'; H1='Interlocking Driveway Lifespan Ontario: How Long Pavers Really Last'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/interlocking-driveway-lifespan-ontario/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,https://seo.goldenmaplelandscaping.ca/services/pool-deck-installation/,INDEXABLE,,,Pool Deck Installation Across ON | Golden Maple Landscaping,Pool Deck Installation,"Golden Maple Landscaping provides pool deck installation across 15 ON cities. Starting at $22,000.",114,16,1,https://goldenmaplelandscaping.ca/resources/best-pavers-pool-deck-simcoe-county/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['deck', 'installation', 'pool', 'services'], candidate=['best', 'county', 'deck', 'pavers', 'pool', 'resources', 'simcoe']. Old on-page claim: title='Pool Deck Installation Across ON | Golden Maple Landscaping'; H1='Pool Deck Installation'. Candidate on-page evidence: title='Pool Deck Pavers Simcoe County | Slip-Rated Guide | Golden Maple Landscaping'; H1='Best Pavers for Pool Decks in Simcoe County: Slip-Rated, Cool-Touch, Freeze-Thaw Tested'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/best-pavers-pool-deck-simcoe-county/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,200,200,https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,https://seo.goldenmaplelandscaping.ca/services/outdoor-kitchen-construction/,INDEXABLE,,,Outdoor Kitchen Construction Across ON | Golden Maple Landscaping,Outdoor Kitchen Construction,"Golden Maple Landscaping provides outdoor kitchen construction across 15 ON cities. Starting at $28,000.",113,16,1,https://goldenmaplelandscaping.ca/resources/outdoor-kitchen-planning-guide/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['construction', 'kitchen', 'outdoor', 'services'], candidate=['guide', 'kitchen', 'outdoor', 'planning', 'resources']. Old on-page claim: title='Outdoor Kitchen Construction Across ON | Golden Maple Landscaping'; H1='Outdoor Kitchen Construction'. Candidate on-page evidence: title='Outdoor Kitchen Planning Guide Ontario | Gas, Materials & Layout | Golden Maple | Golden Maple Landscaping'; H1='Planning an Outdoor Kitchen in Ontario: What You Need to Know'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/outdoor-kitchen-planning-guide/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,https://seo.goldenmaplelandscaping.ca/services/fire-pit-installation/,INDEXABLE,,,Fire Pit Installation Across ON | Golden Maple Landscaping,Fire Pit Installation,"Golden Maple Landscaping provides fire pit installation across 15 ON cities. Starting at $3,500.",113,16,1,https://goldenmaplelandscaping.ca/resources/fire-pit-cost-barrie-with-permits,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['fire', 'installation', 'pit', 'services'], candidate=['barrie', 'cost', 'fire', 'permits', 'pit', 'resources']. Old on-page claim: title='Fire Pit Installation Across ON | Golden Maple Landscaping'; H1='Fire Pit Installation'. Candidate on-page evidence: title='Fire Pit Cost Barrie 2026 — Permits & Real Pricing | Golden Maple Landscaping'; H1=""Fire Pit Cost in Barrie: What You'll Pay in 2026 (With Permits)"". Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/fire-pit-cost-barrie-with-permits,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,200,200,https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,https://seo.goldenmaplelandscaping.ca/services/front-walkway-installation/,INDEXABLE,,,Front Walkway Installation Across ON | Golden Maple Landscaping,Front Walkway Installation,"Golden Maple Landscaping provides front walkway installation across 15 ON cities. Starting at $4,500.",113,16,1,https://goldenmaplelandscaping.ca/resources/paver-walkway-cost-barrie/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=1): old=['front', 'installation', 'services', 'walkway'], candidate=['barrie', 'cost', 'paver', 'resources', 'walkway']. Old on-page claim: title='Front Walkway Installation Across ON | Golden Maple Landscaping'; H1='Front Walkway Installation'. Candidate on-page evidence: title='Paver Walkway Cost Barrie: A 2026 Price Guide for Homeowners | Golden Maple Landscaping'; H1='What Does a Paver Walkway Cost in Barrie? Real 2026 Pricing Guide'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/paver-walkway-cost-barrie/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,200,200,https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,https://seo.goldenmaplelandscaping.ca/services/landscape-lighting/,INDEXABLE,,,Landscape Lighting Across ON | Golden Maple Landscaping,Landscape Lighting,"Golden Maple Landscaping provides landscape lighting across 15 ON cities. Starting at $2,500.",100,16,1,https://goldenmaplelandscaping.ca/resources/landscape-lighting-guide-barrie/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['landscape', 'lighting', 'services'], candidate=['barrie', 'guide', 'landscape', 'lighting', 'resources']. Old on-page claim: title='Landscape Lighting Across ON | Golden Maple Landscaping'; H1='Landscape Lighting'. Candidate on-page evidence: title='Landscape Lighting Guide Barrie | Professional LED Systems | Golden Maple | Golden Maple Landscaping'; H1='Landscape Lighting: The Investment That Doubles Your Outdoor Living Hours'. Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/landscape-lighting-guide-barrie/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,200,200,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,https://seo.goldenmaplelandscaping.ca/paver-patio-installation/barrie/,INDEXABLE,,,Paver Patio Installation in Barrie | Golden Maple Landscaping,Paver Patio Installation in Barrie,"Paver Patio Installation for Barrie homeowners by Golden Maple Landscaping. Starting at $8,000. Call +1-705-790-3838 for a free quote.",582,8,24,https://goldenmaplelandscaping.ca/resources/concrete-vs-interlocking-patio-barrie/,LEXICAL_CANDIDATE,"Automated lexical candidate (token overlap=2): old=['barrie', 'installation', 'patio', 'paver'], candidate=['barrie', 'concrete', 'interlocking', 'patio', 'resources']. Old on-page claim: title='Paver Patio Installation in Barrie | Golden Maple Landscaping'; H1='Paver Patio Installation in Barrie'. Candidate on-page evidence: title='Concrete vs Interlocking Patio Barrie - Which is Best? | Golden Maple Landscaping'; H1=""Concrete vs Interlocking Patio: Which Is Better for Barrie's Climate?"". Lexical similarity and sitemap presence are not evidence that the business currently offers the service × municipality combination; owner confirmation required.",NOT_ACCESSIBLE_NO_CREDENTIALS,NOT_ACCESSIBLE_NO_CREDENTIALS,OWNER_CONFIRMATION_REQUIRED,https://goldenmaplelandscaping.ca/resources/concrete-vs-interlocking-patio-barrie/,,Read-only crawl found no authenticated owner/GSC offering decision. Do not implement redirect or 410 until owner validates the offering and target; proposed destination is not executable configuration.,
